"id","type_invoice","id_ref","status","datetime_trans","description"
5969,2,"976e51df-ad27-476f-8fbb-ec50f4e29673",1,"2021-12-23 15:36:31",Mã giao dịch: V0104128565B85BE93EAB384860A43C8FC94A999EAC
5968,2,"8e112055-a130-4286-bc3d-ae3423e4de33",1,"2021-12-23 15:36:31",Mã giao dịch: V0104128565F6555434E6954B0C90B048BB849919A6
5967,2,e27db12d-d44a-4d96-b09f-2b0b999f5304,1,"2021-12-23 15:36:31",Mã giao dịch: V01041285659429F0055033478D9C0D7D66BBDE25F9
5966,2,"2f00a038-54d9-4e89-8626-7382e0ec3bc6",1,"2021-12-23 15:36:30",Mã giao dịch: V0104128565A252AF885FED499799193212B3A77158
5965,2,"217f7858-d4d7-44b1-918f-b53861e23b0e",1,"2021-12-23 15:36:30",Mã giao dịch: V0104128565B8F746CE3286491787FDE7BB30D77EF0
5964,2,"2fa70f5a-a7b4-43a3-86f5-cd3fed20ede9",1,"2021-12-23 15:36:30",Mã giao dịch: V0104128565D95A7E82305D4EEC8989945A2C11D34D
5963,2,a1c46f02-6d44-4e3d-b83c-c5fdcb814b33,1,"2021-12-23 15:36:03",Mã giao dịch: V0104128565B3B01151C26F478D87E06037B2BA2908
5962,2,fe7e9d6f-8f4f-4a45-97e8-b9b7202239a1,1,"2021-12-23 15:36:03",Mã giao dịch: V01041285654CA235C918524F8BAFD79780639ED21C
5961,2,"9b20b984-f972-47dd-9de9-033b1165165e",10,"2021-12-23 15:34:32","00D626A0297101449EAA7CB7B9D257F053"
5960,2,"4cb320b2-9730-4c9e-b083-c05d60f1bdb5",1,"2021-12-23 15:36:03",Mã giao dịch: V0104128565741F2F211437483F852C1E904A84717F
5959,2,"2cd13fe3-bc98-4d4c-a0dc-c2c071576efb",10,"2021-12-23 15:34:32","003C28726000714D45A87029DA8E7E3ACA"
5958,2,"2be36dcd-6e45-4ade-9d67-b02353d9cc60",1,"2021-12-23 15:36:03",Mã giao dịch: V010412856525A10EFDAD5249E4811CD4B3C3AD1393
5957,2,"309ec161-ff18-4e76-8621-3e2e2d88dfb9",10,"2021-12-23 15:34:32","00556969297EC34DCCBDA1A5D50E814ED4"
5956,2,a9bc3ea5-a082-479d-8a6d-aabb2e3a2a74,1,"2021-12-23 15:36:03",Mã giao dịch: V01041285655B654CECE9094992AA1CA0B60DC068A3
5955,2,"13273757-a1c6-4e6d-831d-2ab73894d3b3",1,"2021-12-23 15:36:02",Mã giao dịch: V010412856585173303DA7E4BD88F28D8A487C4053E
5954,2,c9f19492-7f75-42d7-8315-bc9ed5091e0f,10,"2021-12-23 15:34:32","0090DCAA970C224D969640C7A7357B0F22"
5953,2,"457599df-701f-41a8-a004-763a1f27e0fa",1,"2021-12-23 15:36:02",Mã giao dịch: V0104128565CB0E2D45496A4BCA8DEC25EDC427E4A1
5952,2,d23e7a57-3fed-41c4-8f88-a238e1edfeec,10,"2021-12-23 15:34:32","00BDC6696D5FC44DE6A66082F16B310D54"
5951,2,a1e1d2ac-61c8-4cd0-8c92-b3fe8b94f67b,1,"2021-12-23 15:36:02",Mã giao dịch: V01041285655E3A090AA65845B592D003C338A38530
5950,2,"7bd851b5-1796-4a5b-9eb1-19bdecf24c2a",10,"2021-12-23 15:34:32","0079AB03BC7F0548C3BD39569BB315FDEE"
5949,2,"234a1276-6570-49ae-89ed-be7903b29724",10,"2021-12-23 15:34:32","00BDCE5A3DCCF644CEA967B03DAD54BD90"
5948,2,"6e7b5618-e7fb-4efa-98fc-ce19b393fce0",1,"2021-12-23 15:36:02",Mã giao dịch: V01041285657D27220FFBC847C0A04D523C23BD50E3
5947,2,"7df459db-dbf2-4dcc-b016-fe541e512787",10,"2021-12-23 15:34:32","005EEA2956FC81455892CFABF7A547B579"
5946,2,"58376731-1593-41dd-84ac-1a0c0b4579dc",1,"2021-12-23 15:36:02",Mã giao dịch: V01041285659A947FB6D8064C0EA71B49467766171F
5945,2,"48576c48-51f9-4cec-a978-4f5b935fe47b",1,"2021-12-23 15:36:02",Mã giao dịch: V0104128565A3234971488947148D373C155A8491A6
5944,2,f9878603-91d5-4a47-92aa-a82c5ac35df3,10,"2021-12-23 15:34:31","005C9D25ADFBBD4FD9AEF2C8D310A3C3BC"
5943,2,"30f7825b-7a17-4d7a-9dee-510e61b303fa",10,"2021-12-23 15:34:31","00D261F49C22B34185B7DCB07BDB2FBF49"
5942,2,b85d0f7a-7dea-41da-8fba-d51dd254294d,1,"2021-12-23 15:36:01",Mã giao dịch: V01041285656C82C684517B4A7D9D7819E9271CAC67
5941,2,"289df448-7051-4474-9a08-bce21915e06a",1,"2021-12-23 15:36:01",Mã giao dịch: V0104128565D6A48B71914945DB88CBB74687D728F1
5940,2,c4346369-f039-40f9-8c91-397d6cdd5647,10,"2021-12-23 15:34:31","009636124A0DEE417AB76483607C753F7D"
5939,2,f097a836-af33-4f1e-96e3-363b45d1c607,1,"2021-12-23 15:36:01",Mã giao dịch: V0104128565AC2EB26EB1634F5791DAB54FAD72C1EB
5938,2,"48f63fd0-bf87-40f5-89bc-4267c01d133f",1,"2021-12-23 15:36:01",Mã giao dịch: V01041285656EC6A3A6B78046C1938D9C1805CAF486
5937,2,"80de921e-c0fd-4698-b7ee-079caeac9613",1,"2021-12-23 15:36:01",Mã giao dịch: V0104128565FD84A3E3ECD542D9B2ABF15434F1E0A4
5936,2,"000127ce-757a-4024-8027-233842cd66d8",10,"2021-12-23 15:34:31","00D01D970224EE4000B94CCABD1FCFE07F"
5935,2,"307acb9e-a84b-4958-bf88-7adbda4833a9",10,"2021-12-23 15:34:31","00D61108B24728403D9A8A641EBD7784D1"
5934,2,"3c17644d-3fe7-461b-aebb-e606d1fb93cf",1,"2021-12-23 15:36:01",Mã giao dịch: V0104128565A991B28EF1084754AB5F2D6A97C13E14
5933,2,"8ea30cb7-c545-49d9-b810-8738c510f708",10,"2021-12-23 15:34:31","007E5176740A88487FAB23232B37B14F45"
5932,2,"3f403a17-e3bb-455b-a002-d3fb53a57c33",1,"2021-12-23 15:36:00",Mã giao dịch: V010412856559DB4D027D534204BDE476965CCCE2DF
5931,2,d3e37d72-8384-47a4-9698-8edbf3da664f,10,"2021-12-23 15:34:30","00330DDA61B7FE4F658724FD431A04A9ED"
5930,2,"78d78baa-bad3-4b3e-9827-3fc96053e6e0",10,"2021-12-23 15:34:30","0097C553B7F2384D6397E91AF0A5E66541"
5929,2,"1d3e2dc5-6814-4d37-a43e-842cdfa90a6d",1,"2021-12-23 15:36:00",Mã giao dịch: V010412856530B54F63AD0D462194DE16F212DA7D96
5928,2,"837627b0-beb8-433b-ba52-797bb43078d7",1,"2021-12-23 15:36:00",Mã giao dịch: V01041285659A0B9112E9834E72AB06E1F80C1369C3
5927,2,"461a2ffb-dfcc-415d-951c-9122af371224",10,"2021-12-23 15:34:30","0056DE8DBD48F74CFE80CBF391DD18852D"
5926,2,"99dc7588-b2b1-437f-9e94-62cef5195e1e",10,"2021-12-23 15:34:30","004946F50B4F3C46BE9796BF467E2EFDCF"
